,antc,consq,Support  1,count  1,Confidence  2,Added Value  3,Causal Support  4,Causal Confidence  5,Certainty Factor  6,Chi-Squared  7,Collective Strength  8,Conviction  9,Cosine 10,Coverage 11,Confirmed Confidence 12,Difference of Confidence 13,Counter Example 14,Fisher's Exact Test 15,Gini Index 16,Hyper Confidence 17,Hyper Lift 18,Imbalance Ratio 19,Importance 20,Improvement 21,Jaccard Coefficient 22,J-Measure 23,Kappa 24,Klosgen 25,Kulczynski 26,Goodman-Kruskal 27,Laplace Confidence 28,Least Contradiction 29,Lerman Similarity 30,Leverage 31,Lift 32,Max Confidence 33,Mutual Information 34,Odds Ratio 35,Phi Correlation Coeficient 36,Ralambondrainy Measure 37,Relative Linkage Disequilibrium 38,Rule Power Factor 39,Sebag-Schoenauer Measure 40,Varying Rates Liaison 41,Yule's Q 42,Yule's Y 43
205,[ 3  6 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
206,[ 3  6 12],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
207,[12 16],[3],0.13333,2,0.5,0.23333,0.26667,0.93333,0.31818,1.5186,10.42105,1.46667,0.5,0.26667,0.0,0.31818,0.0,0.51648,0.0396,0.72527,0.66667,0.0,0.33579,0.1,0.33333,0.03275,0.31818,0.0852,0.5,0.0,0.5,0.5,-0.5164,0.06222,1.875,0.5,1.22536,4.5,0.31818,0.13333,0.31818,0.06667,1.0,0.875,0.63636,0.35925
208,[ 3 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
209,[ 3 12],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
210,[ 6 16],[3],0.13333,2,0.5,0.23333,0.26667,0.93333,0.31818,1.5186,10.42105,1.46667,0.5,0.26667,0.0,0.31818,0.0,0.51648,0.0396,0.72527,0.66667,0.0,0.33579,0.05556,0.33333,0.03275,0.31818,0.0852,0.5,0.0,0.5,0.5,-0.5164,0.06222,1.875,0.5,1.22536,4.5,0.31818,0.13333,0.31818,0.06667,1.0,0.875,0.63636,0.35925
211,[ 3 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
212,[3 6],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
213,[ 9 16],[3],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
214,[ 3 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
215,[3 9],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
216,[ 6  9 12 13],[3],0.2,3,0.75,0.48333,0.4,0.96667,0.65909,6.51601,34.73684,2.93333,0.75,0.26667,0.13333,0.65909,0.66667,0.03297,0.1699,0.96703,1.0,0.0,0.63682,-0.05,0.6,0.13507,0.65909,0.21615,0.75,0.5,0.66667,0.75,-0.2582,0.12889,2.8125,0.75,5.34283,30.0,0.65909,0.06667,0.65909,0.15,3.0,1.8125,0.93548,0.69123
217,[ 3  9 12 13],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
218,[ 3  6 12 13],[9],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
219,[ 3  6  9 13],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
220,[ 3  6  9 12],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.05,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
221,[ 9 12 13],[3],0.2,3,0.75,0.48333,0.4,0.96667,0.65909,6.51601,34.73684,2.93333,0.75,0.26667,0.13333,0.65909,0.66667,0.03297,0.1699,0.96703,1.0,0.0,0.63682,0.0,0.6,0.13507,0.65909,0.21615,0.75,0.5,0.66667,0.75,-0.2582,0.12889,2.8125,0.75,5.34283,30.0,0.65909,0.06667,0.65909,0.15,3.0,1.8125,0.93548,0.69123
222,[ 3 12 13],[9],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
223,[ 3  9 13],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
224,[ 3  9 12],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,0.0,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
225,[ 6  9 13],[3],0.2,3,0.75,0.48333,0.4,0.96667,0.65909,6.51601,34.73684,2.93333,0.75,0.26667,0.13333,0.65909,0.66667,0.03297,0.1699,0.96703,1.0,0.0,0.63682,-0.05,0.6,0.13507,0.65909,0.21615,0.75,0.5,0.66667,0.75,-0.2582,0.12889,2.8125,0.75,5.34283,30.0,0.65909,0.06667,0.65909,0.15,3.0,1.8125,0.93548,0.69123
226,[ 3  9 13],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
227,[ 3  6 13],[9],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
228,[3 6 9],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.05,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
229,[ 6  9 12],[3],0.26667,4,0.8,0.53333,0.46667,0.97,0.72727,10.90909,92.68293,3.66667,0.89443,0.33333,0.2,0.8,0.75,0.00366,0.28444,0.99634,1.33333,0.2,0.93305,0.0,0.8,0.20634,0.84211,0.27541,0.9,0.75,0.71429,1.0,-0.1219,0.17778,3.0,1.0,,,0.8528,0.06667,1.0,0.21333,4.0,2.0,,
230,[ 3  9 12],[6],0.26667,4,1.0,0.4,0.86667,1.0,1.0,3.63636,11.13962,,0.66667,0.26667,0.26667,0.54545,1.0,0.1033,0.11636,0.90769,1.0,0.55556,0.25661,0.0,0.44444,,0.39024,0.20656,0.72222,0.16667,0.83333,0.44444,-0.5164,0.10667,1.66667,1.0,,,0.49237,0.0,1.0,0.26667,,0.66667,,
231,[ 3  6 12],[9],0.26667,4,1.0,0.6,0.66667,1.0,1.0,8.18182,41.72727,,0.8165,0.26667,0.26667,0.81818,1.0,0.01099,0.26182,0.98901,1.0,0.33333,0.55764,0.0,0.66667,,0.70588,0.30984,0.83333,0.66667,0.83333,0.66667,-0.23212,0.16,2.5,1.0,,,0.73855,0.0,1.0,0.26667,,1.5,,
232,[3 6 9],[12],0.26667,4,1.0,0.33333,0.93333,1.0,1.0,2.72727,7.7381,,0.63246,0.26667,0.26667,0.45455,1.0,0.23077,0.08081,0.84615,1.0,0.6,0.18966,0.0,0.4,,0.30769,0.17213,0.7,0.0,0.83333,0.4,-0.6002,0.08889,1.5,1.0,,,0.4264,0.0,1.0,0.26667,,0.5,,
233,[ 9 12],[3],0.26667,4,0.66667,0.4,0.4,0.94444,0.54545,8.18182,41.72727,2.2,0.8165,0.4,0.13333,0.66667,0.5,0.01099,0.21333,0.98901,1.0,0.33333,0.83727,0.0,0.66667,0.13922,0.70588,0.20656,0.83333,0.5,0.625,1.0,-0.23212,0.16,2.5,1.0,,,0.73855,0.13333,1.0,0.17778,2.0,1.5,,
234,[ 3 12],[9],0.26667,4,1.0,0.6,0.66667,1.0,1.0,8.18182,41.72727,,0.8165,0.26667,0.26667,0.81818,1.0,0.01099,0.26182,0.98901,1.0,0.33333,0.55764,0.0,0.66667,,0.70588,0.30984,0.83333,0.66667,0.83333,0.66667,-0.23212,0.16,2.5,1.0,,,0.73855,0.0,1.0,0.26667,,1.5,,
235,[3 9],[12],0.26667,4,1.0,0.33333,0.93333,1.0,1.0,2.72727,7.7381,,0.63246,0.26667,0.26667,0.45455,1.0,0.23077,0.08081,0.84615,1.0,0.6,0.18966,0.0,0.4,,0.30769,0.17213,0.7,0.0,0.83333,0.4,-0.6002,0.08889,1.5,1.0,,,0.4264,0.0,1.0,0.26667,,0.5,,
236,[6 9],[3],0.26667,4,0.8,0.53333,0.46667,0.97,0.72727,10.90909,92.68293,3.66667,0.89443,0.33333,0.2,0.8,0.75,0.00366,0.28444,0.99634,1.33333,0.2,0.93305,0.13333,0.8,0.20634,0.84211,0.27541,0.9,0.75,0.71429,1.0,-0.1219,0.17778,3.0,1.0,,,0.8528,0.06667,1.0,0.21333,4.0,2.0,,
237,[3 9],[6],0.26667,4,1.0,0.4,0.86667,1.0,1.0,3.63636,11.13962,,0.66667,0.26667,0.26667,0.54545,1.0,0.1033,0.11636,0.90769,1.0,0.55556,0.25661,0.0,0.44444,,0.39024,0.20656,0.72222,0.16667,0.83333,0.44444,-0.5164,0.10667,1.66667,1.0,,,0.49237,0.0,1.0,0.26667,,0.66667,,
238,[3 6],[9],0.26667,4,1.0,0.6,0.66667,1.0,1.0,8.18182,41.72727,,0.8165,0.26667,0.26667,0.81818,1.0,0.01099,0.26182,0.98901,1.0,0.33333,0.55764,0.0,0.66667,,0.70588,0.30984,0.83333,0.66667,0.83333,0.66667,-0.23212,0.16,2.5,1.0,,,0.73855,0.0,1.0,0.26667,,1.5,,
239,[ 9 13],[3],0.2,3,0.75,0.48333,0.4,0.96667,0.65909,6.51601,34.73684,2.93333,0.75,0.26667,0.13333,0.65909,0.66667,0.03297,0.1699,0.96703,1.0,0.0,0.63682,0.08333,0.6,0.13507,0.65909,0.21615,0.75,0.5,0.66667,0.75,-0.2582,0.12889,2.8125,0.75,5.34283,30.0,0.65909,0.06667,0.65909,0.15,3.0,1.8125,0.93548,0.69123
240,[ 3 13],[9],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
241,[3 9],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,0.0,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
242,[ 6 12 13],[3],0.2,3,0.6,0.33333,0.33333,0.94,0.45455,4.26136,20.85366,1.83333,0.67082,0.33333,0.06667,0.5,0.33333,0.07692,0.11111,0.92308,1.0,0.16667,0.53511,0.0,0.5,0.08137,0.52632,0.14907,0.675,0.25,0.57143,0.75,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.13333,0.625,0.12,1.5,1.25,0.86207,0.57212
243,[ 3 12 13],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
244,[ 3  6 13],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
245,[ 3  6 12],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.02778,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
246,[12 13],[3],0.2,3,0.6,0.33333,0.33333,0.94,0.45455,4.26136,20.85366,1.83333,0.67082,0.33333,0.06667,0.5,0.33333,0.07692,0.11111,0.92308,1.0,0.16667,0.53511,0.2,0.5,0.08137,0.52632,0.14907,0.675,0.25,0.57143,0.75,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.13333,0.625,0.12,1.5,1.25,0.86207,0.57212
247,[ 3 13],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
248,[ 3 12],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,0.0,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
249,[ 3 13],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
250,[3 6],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.02778,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
251,[ 6 12],[3],0.26667,4,0.57143,0.30476,0.33333,0.92143,0.41558,6.23377,24.73759,1.71111,0.75593,0.46667,0.06667,0.57143,0.25,0.02564,0.16254,0.97436,1.0,0.42857,0.74473,0.12698,0.57143,0.09581,0.58716,0.15738,0.78571,0.25,0.55556,1.0,-0.33346,0.14222,2.14286,1.0,,,0.64466,0.2,1.0,0.15238,1.33333,1.14286,,
252,[ 3 12],[6],0.26667,4,1.0,0.4,0.86667,1.0,1.0,3.63636,11.13962,,0.66667,0.26667,0.26667,0.54545,1.0,0.1033,0.11636,0.90769,1.0,0.55556,0.25661,0.0,0.44444,,0.39024,0.20656,0.72222,0.16667,0.83333,0.44444,-0.5164,0.10667,1.66667,1.0,,,0.49237,0.0,1.0,0.26667,,0.66667,,
253,[3 6],[12],0.26667,4,1.0,0.33333,0.93333,1.0,1.0,2.72727,7.7381,,0.63246,0.26667,0.26667,0.45455,1.0,0.23077,0.08081,0.84615,1.0,0.6,0.18966,0.0,0.4,,0.30769,0.17213,0.7,0.0,0.83333,0.4,-0.6002,0.08889,1.5,1.0,,,0.4264,0.0,1.0,0.26667,,0.5,,
254,[3],[12],0.26667,4,1.0,0.33333,0.93333,1.0,1.0,2.72727,7.7381,,0.63246,0.26667,0.26667,0.45455,1.0,0.23077,0.08081,0.84615,1.0,0.6,0.18966,0.0,0.4,,0.30769,0.17213,0.7,0.0,0.83333,0.4,-0.6002,0.08889,1.5,1.0,,,0.4264,0.0,1.0,0.26667,,0.5,,
255,[3],[6],0.26667,4,1.0,0.4,0.86667,1.0,1.0,3.63636,11.13962,,0.66667,0.26667,0.26667,0.54545,1.0,0.1033,0.11636,0.90769,1.0,0.55556,0.25661,0.0,0.44444,,0.39024,0.20656,0.72222,0.16667,0.83333,0.44444,-0.5164,0.10667,1.66667,1.0,,,0.49237,0.0,1.0,0.26667,,0.66667,,
256,[3],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,0.0,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
257,[9],[3],0.26667,4,0.66667,0.4,0.4,0.94444,0.54545,8.18182,41.72727,2.2,0.8165,0.4,0.13333,0.66667,0.5,0.01099,0.21333,0.98901,1.0,0.33333,0.83727,0.0,0.66667,0.13922,0.70588,0.20656,0.83333,0.5,0.625,1.0,-0.23212,0.16,2.5,1.0,,,0.73855,0.13333,1.0,0.17778,2.0,1.5,,
258,[3],[9],0.26667,4,1.0,0.6,0.66667,1.0,1.0,8.18182,41.72727,,0.8165,0.26667,0.26667,0.81818,1.0,0.01099,0.26182,0.98901,1.0,0.33333,0.55764,0.0,0.66667,,0.70588,0.30984,0.83333,0.66667,0.83333,0.66667,-0.23212,0.16,2.5,1.0,,,0.73855,0.0,1.0,0.26667,,1.5,,
259,[3],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
260,[13 18],[8],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
261,[ 8 18],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.2,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
262,[ 8 13],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.22222,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
263,[ 6 13 18],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,-0.08333,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
264,[ 1 13 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
265,[ 1  6 18],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
266,[ 1  6 13],[18],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
267,[ 6 12 18],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,-0.08333,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
268,[ 1 12 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
269,[ 1  6 18],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,-0.11111,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
270,[ 1  6 12],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
271,[12 18],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.06667,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
